id,command,arg0<jpn>,arg1<jpn>,arg2
-,,,,
chat-kiko-1,talk,natsuno,......キコってさ
chat-kiko-1,talk,kiko,......はい？
chat-kiko-1,talk,natsuno,犬以外に何か飼ってたことあるの？
chat-kiko-1,talk,kiko,えっと......
chat-kiko-1,talk,kiko,インコとか
chat-kiko-1,talk,kiko,カメとか
chat-kiko-1,talk,kiko,金魚とか
chat-kiko-1,talk,kiko,ほかにも、お魚たくさん......
chat-kiko-1,talk,natsuno,へぇ
chat-kiko-1,talk,natsuno,いいな
chat-kiko-1,talk,natsuno,うち、お父さんもお母さんも家空けがちだったから
chat-kiko-1,talk,natsuno,生き物飼ったことなくて
chat-kiko-1,talk,natsuno,まぁ家にいないのはわたしもなんだけど
chat-kiko-1,talk,kiko,そうなんですね......
chat-kiko-1,talk,natsuno,なんかそのへんで捕まえて飼ってみよっかなー
chat-kiko-1,talk,kiko,え......
chat-kiko-1,talk,natsuno,何がオススメ？
chat-kiko-1,talk,kiko,え......うーん......
chat-kiko-1,talk,kiko,......鳥とか？
chat-kiko-1,talk,natsuno,鳥かぁ
chat-kiko-1,talk,natsuno,スズメとか、捕まえられるかな
chat-kiko-1,talk,natsuno,今度付き合ってよ。スズメ捕まえるの
chat-kiko-1,talk,kiko,えー......
chat-kiko-1,talk,kiko,......
chat-kiko-1,end
-,,,,
chat-shino-1,talk,natsuno,シノって
chat-shino-1,talk,shino,うん？
chat-shino-1,talk,natsuno,自撮りとか、めっちゃネットにアップしてそう
chat-shino-1,talk,shino,......
chat-shino-1,talk,shino,ばかにしてるやつだ
chat-shino-1,talk,shino,ひっどー
chat-shino-1,talk,natsuno,や、別に
chat-shino-1,talk,natsuno,わたしは、なんか恥ずかしくて
chat-shino-1,talk,natsuno,そういうのできなかったから
chat-shino-1,talk,natsuno,うらやましいっていうか
chat-shino-1,talk,shino,ほんとに～？
chat-shino-1,talk,natsuno,シノ、かわいいし
chat-shino-1,talk,shino,えー？
chat-shino-1,talk,shino,ナツノちゃんの方がかわいいじゃん
chat-shino-1,talk,natsuno,......いいよ、そういうの
chat-shino-1,talk,shino,はは
chat-shino-1,talk,shino,......ま、写真、ネットにいろいろ上げてたのは
chat-shino-1,talk,shino,あたってるけどね
chat-shino-1,talk,shino,......ネットに上げた写真は
chat-shino-1,talk,shino,二度と消すことができない、とか
chat-shino-1,talk,shino,学校で散々言われたけど
chat-shino-1,talk,shino,きっと、もう全部、消えちゃったんだろーなぁ
chat-shino-1,talk,natsuno,......そうかもね
chat-shino-1,talk,shino,......
chat-shino-1,end
-,,,,
chat-akane-1,talk,natsuno,......
chat-akane-1,talk,natsuno,......アカネさんってさ
chat-akane-1,talk,akane,......んー
chat-akane-1,talk,akane,......なにー？
chat-akane-1,talk,akane,そんな難しい顔してー
chat-akane-1,talk,akane,なになに？　どーしたの？
chat-akane-1,talk,akane,恋の悩み？
chat-akane-1,talk,natsuno,......そういうのじゃない
chat-akane-1,talk,natsuno,......聞きにくいんだけど
chat-akane-1,talk,natsuno,......
chat-akane-1,talk,natsuno,......アカネさんって、結婚したことある？
chat-akane-1,talk,akane,......
chat-akane-1,talk,akane,......結婚してる？　じゃなくて
chat-akane-1,talk,akane,したことある？　って訊いたね
chat-akane-1,talk,natsuno,......
chat-akane-1,talk,akane,......そのこころは？
chat-akane-1,talk,natsuno,や、別に
chat-akane-1,talk,natsuno,......バツイチだったりするのかな、とか
chat-akane-1,talk,natsuno,......思ったりして
chat-akane-1,talk,akane,......
chat-akane-1,talk,akane,............
chat-akane-1,talk,natsuno,......えーっと
chat-akane-1,talk,natsuno,......ごめん
chat-akane-1,talk,natsuno,冗談、だから
chat-akane-1,talk,akane,......
chat-akane-1,talk,akane,......アタシ、そんな風に見えるのか......
chat-akane-1,talk,akane,......つら
chat-akane-1,end
-,,,,
